YEAR,T_MAPCODE,BIOME,LC7_text,km2
1750,AT15,Albany Thicket,Natural,14.6008
1750,AT16,Albany Thicket,Natural,53.7692
1750,AT17,Albany Thicket,Natural,729.2028
1750,AT18,Albany Thicket,Natural,1175.6312
1750,AT19,Albany Thicket,Natural,1077.8672
1750,AT20,Albany Thicket,Natural,35.5164
1750,AT21,Albany Thicket,Natural,386.3068
1750,AT22,Albany Thicket,Natural,215.488
1750,AT23,Albany Thicket,Natural,311.1928
1750,AT24,Albany Thicket,Natural,2976.1348
1750,AT25,Albany Thicket,Natural,2128.9656
1750,AT26,Albany Thicket,Natural,40.4824
1750,AT27,Albany Thicket,Natural,1239.9792
1750,AT28,Albany Thicket,Natural,1030.5104
1750,AT29,Albany Thicket,Natural,784.614
1750,AT30,Albany Thicket,Natural,674.0584
1750,AT31,Albany Thicket,Natural,240.8016
1750,AT32,Albany Thicket,Natural,3596.184
1750,AT33,Albany Thicket,Natural,491.8056
1750,AT34,Albany Thicket,Natural,167.5268
1750,AT35,Albany Thicket,Natural,30.1476
1750,AT36,Albany Thicket,Natural,51.4116
1750,AT37,Albany Thicket,Natural,176.6464
1750,AT38,Albany Thicket,Natural,1290.854
1750,AT39,Albany Thicket,Natural,245.8596
1750,AT40,Albany Thicket,Natural,596.3172
1750,AT41,Albany Thicket,Natural,307.5216
1750,AT42,Albany Thicket,Natural,59.8564
1750,AT43,Albany Thicket,Natural,286.2032
1750,AT44,Albany Thicket,Natural,163.4576
1750,AT45,Albany Thicket,Natural,697.0252
1750,AT46,Albany Thicket,Natural,571.8576
1750,AT47,Albany Thicket,Natural,910.5756
1750,AT48,Albany Thicket,Natural,20.3768
1750,AT49,Albany Thicket,Natural,5647.1168
1750,AT50,Albany Thicket,Natural,577.5424
1750,AT51,Albany Thicket,Natural,1963.4028
1750,AT52,Albany Thicket,Natural,43.5968
1750,AT53,Albany Thicket,Natural,27.1028
1750,AT54,Albany Thicket,Natural,187.7204
1750,AT55,Albany Thicket,Natural,760.3872
1750,AT56,Albany Thicket,Natural,701.6176
1750,AT57,Albany Thicket,Natural,137.0648
1750,AT58,Albany Thicket,Natural,2252.3448
1750,AZa1,Azonal,Natural,18.7044
1750,AZa2,Azonal,Natural,350.796
1750,AZa3,Azonal,Natural,867.5872
1750,AZa4,Azonal,Natural,1787.3464
1750,AZa5,Azonal,Natural,3235.1676
1750,AZa6,Azonal,Natural,653.4064
1750,AZa7,Azonal,Natural,1274.7652
1750,AZd1,Azonal,Natural,6.4404
1750,AZd2,Azonal,Natural,13.216
1750,AZd3,Azonal,Natural,220.1216
1750,AZd4,Azonal,Natural,28.0788
1750,AZi1,Azonal,Natural,1363.9048
1750,AZi3,Azonal,Natural,1919.2856
1750,AZi5,Azonal,Natural,5176.9952
1750,AZi6,Azonal,Natural,5302.936
1750,AZi7,Azonal,Natural,2130.1056
1750,AZi8,Azonal,Natural,407.1792
1750,AZs3,Azonal,Natural,12.9664
1750,CB1,IOCB,Natural,2355.4844
1750,CB2,IOCB,Natural,1122.1012
1750,CB3,IOCB,Natural,4141.8068
1750,CB4,IOCB,Natural,1299.9024
1750,CB5,IOCB,Natural,1650.386
1750,CB6,IOCB,Natural,1121.1792
1750,Dg1,Desert,Natural,335.9332
1750,Dg10,Desert,Natural,2094.648
1750,Dg2,Desert,Natural,361.43
1750,Dg3,Desert,Natural,160.0684
1750,Dg4,Desert,Natural,107.7996
1750,Dg5,Desert,Natural,592.286
1750,Dg6,Desert,Natural,8.2236
1750,Dg7,Desert,Natural,247.0048
1750,Dg8,Desert,Natural,343.1992
1750,Dg9,Desert,Natural,1217.99
1750,Dn1,Desert,Natural,17.0928
1750,Dn2,Desert,Natural,1.5428
1750,Dn3,Desert,Natural,139.9224
1750,Dn4,Desert,Natural,217.0148
1750,Dn5,Desert,Natural,418.2756
1750,FFa1,Fynbos,Natural,180.0652
1750,FFa2,Fynbos,Natural,501.6496
1750,FFa3,Fynbos,Natural,477.154
1750,FFa4,Fynbos,Natural,35.8392
1750,FFb1,Fynbos,Natural,279.0688
1750,FFb2,Fynbos,Natural,134.5308
1750,FFb3,Fynbos,Natural,97.8776
1750,FFb4,Fynbos,Natural,61.9624
1750,FFb5,Fynbos,Natural,108.3896
1750,FFb6,Fynbos,Natural,78.0444
1750,FFc1,Fynbos,Natural,869.1648
1750,FFd1,Fynbos,Natural,1300.9768
1750,FFd10,Fynbos,Natural,151.6788
1750,FFd11,Fynbos,Natural,76.61
1750,FFd2,Fynbos,Natural,2055.6608
1750,FFd3,Fynbos,Natural,1009.5924
1750,FFd4,Fynbos,Natural,689.0436
1750,FFd5,Fynbos,Natural,556.9336
1750,FFd6,Fynbos,Natural,88.5808
1750,FFd7,Fynbos,Natural,247.4448
1750,FFd8,Fynbos,Natural,97.686
1750,FFd9,Fynbos,Natural,517.29
1750,FFf1,Fynbos,Natural,694.0016
1750,FFf2,Fynbos,Natural,40.588
1750,FFg1,Fynbos,Natural,64.8176
1750,FFg2,Fynbos,Natural,523.9892
1750,FFg3,Fynbos,Natural,91.7956
1750,FFg4,Fynbos,Natural,16.934
1750,FFg5,Fynbos,Natural,498.2224
1750,FFh1,Fynbos,Natural,427.9772
1750,FFh10,Fynbos,Natural,283.2676
1750,FFh11,Fynbos,Natural,12.6292
1750,FFh2,Fynbos,Natural,106.534
1750,FFh3,Fynbos,Natural,75.1268
1750,FFh4,Fynbos,Natural,316.876
1750,FFh5,Fynbos,Natural,84.0044
1750,FFh6,Fynbos,Natural,279.4916
1750,FFh7,Fynbos,Natural,266.618
1750,FFh8,Fynbos,Natural,186.7676
1750,FFh9,Fynbos,Natural,563.6392
1750,FFl1,Fynbos,Natural,286.9588
1750,FFl2,Fynbos,Natural,694.2568
1750,FFl3,Fynbos,Natural,791.6736
1750,FFq1,Fynbos,Natural,49.024
1750,FFq2,Fynbos,Natural,1646.1872
1750,FFq3,Fynbos,Natural,1268.0852
1750,FFq4,Fynbos,Natural,97.856
1750,FFq5,Fynbos,Natural,388.8108
1750,FFq6,Fynbos,Natural,683.2776
1750,FFs1,Fynbos,Natural,1014.1516
1750,FFs10,Fynbos,Natural,1050.6224
1750,FFs11,Fynbos,Natural,914.2348
1750,FFs12,Fynbos,Natural,1179.408
1750,FFs13,Fynbos,Natural,531.504
1750,FFs14,Fynbos,Natural,358.8828
1750,FFs15,Fynbos,Natural,993.5776
1750,FFs16,Fynbos,Natural,1215.3228
1750,FFs17,Fynbos,Natural,107.4468
1750,FFs18,Fynbos,Natural,878.8052
1750,FFs19,Fynbos,Natural,1571.0644
1750,FFs2,Fynbos,Natural,1343.1468
1750,FFs20,Fynbos,Natural,2298.4988
1750,FFs21,Fynbos,Natural,318.3396
1750,FFs22,Fynbos,Natural,388.3256
1750,FFs23,Fynbos,Natural,852.1924
1750,FFs24,Fynbos,Natural,1084.7884
1750,FFs25,Fynbos,Natural,332.5684
1750,FFs26,Fynbos,Natural,304.1844
1750,FFs27,Fynbos,Natural,2402.9412
1750,FFs28,Fynbos,Natural,4052.18
1750,FFs29,Fynbos,Natural,334.1964
1750,FFs3,Fynbos,Natural,498.2384
1750,FFs30,Fynbos,Natural,37.5252
1750,FFs31,Fynbos,Natural,50.8348
1750,FFs32,Fynbos,Natural,547.9488
1750,FFs4,Fynbos,Natural,2523.64
1750,FFs5,Fynbos,Natural,1135.986
1750,FFs6,Fynbos,Natural,422.8764
1750,FFs7,Fynbos,Natural,394.0712
1750,FFs8,Fynbos,Natural,319.7464
1750,FFs9,Fynbos,Natural,219.4464
1750,FFt1,Fynbos,Natural,404.9544
1750,FFt2,Fynbos,Natural,211.1624
1750,FOa1,Forest,Natural,132.4988
1750,FOa2,Forest,Natural,100.4988
1750,FOa3,Forest,Natural,23.8196
1750,FOz1,Forest,Natural,788.0828
1750,FOz2,Forest,Natural,214.0732
1750,FOz3,Forest,Natural,1062.2748
1750,FOz4,Forest,Natural,379.0448
1750,FOz5,Forest,Natural,825.652
1750,FOz6,Forest,Natural,185.2344
1750,FOz7,Forest,Natural,680.3208
1750,FOz8,Forest,Natural,265.4308
1750,FOz9,Forest,Natural,68.7972
1750,FRa1,Fynbos,Natural,497.676
1750,FRa2,Fynbos,Natural,63.072
1750,FRc1,Fynbos,Natural,101.0616
1750,FRc2,Fynbos,Natural,209.756
1750,FRd1,Fynbos,Natural,219.4944
1750,FRd2,Fynbos,Natural,578.926
1750,FRg1,Fynbos,Natural,305.5396
1750,FRg2,Fynbos,Natural,951.3408
1750,FRg3,Fynbos,Natural,19.1756
1750,FRl1,Fynbos,Natural,501.6888
1750,FRs1,Fynbos,Natural,207.306
1750,FRs10,Fynbos,Natural,25.2736
1750,FRs11,Fynbos,Natural,1193.6704
1750,FRs12,Fynbos,Natural,2027.506
1750,FRs13,Fynbos,Natural,2762.57
1750,FRs14,Fynbos,Natural,866.5308
1750,FRs15,Fynbos,Natural,276.4104
1750,FRs16,Fynbos,Natural,1347.8644
1750,FRs17,Fynbos,Natural,207.1384
1750,FRs18,Fynbos,Natural,118.7224
1750,FRs19,Fynbos,Natural,373.15
1750,FRs2,Fynbos,Natural,218.8368
1750,FRs20,Fynbos,Natural,46.9912
1750,FRs3,Fynbos,Natural,3217.472
1750,FRs4,Fynbos,Natural,491.7496
1750,FRs5,Fynbos,Natural,1236.5136
1750,FRs6,Fynbos,Natural,2095.8456
1750,FRs7,Fynbos,Natural,1607.8492
1750,FRs8,Fynbos,Natural,1049.7592
1750,FRs9,Fynbos,Natural,4963.7544
1750,FS1,Fynbos,Natural,354.2776
1750,FS10,Fynbos,Natural,322.876
1750,FS11,Fynbos,Natural,39.6004
1750,FS12,Fynbos,Natural,119.0592
1750,FS13,Fynbos,Natural,41.644
1750,FS14,Fynbos,Natural,96.9252
1750,FS2,Fynbos,Natural,298.8244
1750,FS3,Fynbos,Natural,1643.4048
1750,FS4,Fynbos,Natural,61.564
1750,FS5,Fynbos,Natural,342.2724
1750,FS6,Fynbos,Natural,394.2892
1750,FS7,Fynbos,Natural,46.8288
1750,FS9,Fynbos,Natural,27.99
1750,Gd1,Grassland,Natural,5026.9468
1750,Gd10,Grassland,Natural,78.8828
1750,Gd2,Grassland,Natural,158.3236
1750,Gd3,Grassland,Natural,2966.1812
1750,Gd4,Grassland,Natural,6646.0524
1750,Gd5,Grassland,Natural,1218.5104
1750,Gd6,Grassland,Natural,17.5824
1750,Gd7,Grassland,Natural,1343.4028
1750,Gd8,Grassland,Natural,4028.32
1750,Gh1,Grassland,Natural,8370.6212
1750,Gh10,Grassland,Natural,25965.724
1750,Gh11,Grassland,Natural,923.5568
1750,Gh12,Grassland,Natural,329.4952
1750,Gh13,Grassland,Natural,3766.2224
1750,Gh14,Grassland,Natural,9187.4096
1750,Gh15,Grassland,Natural,8598.4796
1750,Gh2,Grassland,Natural,7162.5576
1750,Gh3,Grassland,Natural,13392.4368
1750,Gh4,Grassland,Natural,9677.7704
1750,Gh5,Grassland,Natural,4949.5984
1750,Gh6,Grassland,Natural,16012.9004
1750,Gh7,Grassland,Natural,1571.9508
1750,Gh8,Grassland,Natural,80.4668
1750,Gh9,Grassland,Natural,7074.3048
1750,Gm1,Grassland,Natural,3571.9108
1750,Gm10,Grassland,Natural,1093.2008
1750,Gm11,Grassland,Natural,10508.8704
1750,Gm12,Grassland,Natural,12772.3408
1750,Gm13,Grassland,Natural,3927.052
1750,Gm14,Grassland,Natural,3750.41
1750,Gm15,Grassland,Natural,4216.8496
1750,Gm16,Grassland,Natural,6124.0568
1750,Gm17,Grassland,Natural,1087.416
1750,Gm19,Grassland,Natural,1380.852
1750,Gm2,Grassland,Natural,720.6988
1750,Gm20,Grassland,Natural,20.3384
1750,Gm21,Grassland,Natural,1551.0772
1750,Gm22,Grassland,Natural,939.1744
1750,Gm23,Grassland,Natural,1373.9432
1750,Gm24,Grassland,Natural,10.0012
1750,Gm25,Grassland,Natural,430.6344
1750,Gm26,Grassland,Natural,260.5796
1750,Gm27,Grassland,Natural,268.0664
1750,Gm28,Grassland,Natural,93.8756
1750,Gm29,Grassland,Natural,523.222
1750,Gm3,Grassland,Natural,14029.2096
1750,Gm30,Grassland,Natural,3858.6324
1750,Gm31,Grassland,Natural,1048.1812
1750,Gm4,Grassland,Natural,11278.5632
1750,Gm5,Grassland,Natural,1777.134
1750,Gm6,Grassland,Natural,9891.6532
1750,Gm7,Grassland,Natural,30.0484
1750,Gm8,Grassland,Natural,14492.9396
1750,Gm9,Grassland,Natural,1313.2256
1750,Gs1,Grassland,Natural,539.2132
1750,Gs10,Grassland,Natural,10944.6128
1750,Gs11,Grassland,Natural,2342.158
1750,Gs12,Grassland,Natural,8728.1252
1750,Gs13,Grassland,Natural,492.96
1750,Gs14,Grassland,Natural,5281.672
1750,Gs15,Grassland,Natural,6137.2616
1750,Gs16,Grassland,Natural,3606.2944
1750,Gs17,Grassland,Natural,4242.1876
1750,Gs18,Grassland,Natural,1433.932
1750,Gs19,Grassland,Natural,3024.2364
1750,Gs2,Grassland,Natural,1058.0116
1750,Gs20,Grassland,Natural,6280.594
1750,Gs3,Grassland,Natural,1742.278
1750,Gs4,Grassland,Natural,7440.426
1750,Gs6,Grassland,Natural,5227.4684
1750,Gs7,Grassland,Natural,4653.6068
1750,Gs8,Grassland,Natural,2862.4156
1750,Gs9,Grassland,Natural,6972.2336
1750,NKb1,Nama-Karoo,Natural,4671.0664
1750,NKb2,Nama-Karoo,Natural,607.488
1750,NKb3,Nama-Karoo,Natural,41251.818
1750,NKb4,Nama-Karoo,Natural,2677.2
1750,NKb5,Nama-Karoo,Natural,8634.3688
1750,NKb6,Nama-Karoo,Natural,41250.6684
1750,NKl1,Nama-Karoo,Natural,20205.9452
1750,NKl2,Nama-Karoo,Natural,8321.3632
1750,NKl4,Nama-Karoo,Natural,742.6932
1750,NKu1,Nama-Karoo,Natural,17149.5756
1750,NKu2,Nama-Karoo,Natural,11734.2756
1750,NKu3,Nama-Karoo,Natural,42273.7272
1750,NKu4,Nama-Karoo,Natural,49834.4344
1750,NOTVEG,NOTVEG,Natural,989.6556
1750,SKk1,Succulent Karoo,Natural,1673.774
1750,SKk2,Succulent Karoo,Natural,129.9056
1750,SKk3,Succulent Karoo,Natural,1320.886
1750,SKk4,Succulent Karoo,Natural,983.548
1750,SKk5,Succulent Karoo,Natural,988.53
1750,SKk6,Succulent Karoo,Natural,59.8264
1750,SKk7,Succulent Karoo,Natural,185.2136
1750,SKk8,Succulent Karoo,Natural,2.86
1750,SKk9,Succulent Karoo,Natural,142.7656
1750,SKn1,Succulent Karoo,Natural,7582.1624
1750,SKn2,Succulent Karoo,Natural,539.3324
1750,SKn3,Succulent Karoo,Natural,3107.996
1750,SKn4,Succulent Karoo,Natural,5040.6136
1750,SKn5,Succulent Karoo,Natural,653.3436
1750,SKn6,Succulent Karoo,Natural,396.7944
1750,SKn7,Succulent Karoo,Natural,997.1488
1750,SKr1,Succulent Karoo,Natural,1200.4012
1750,SKr10,Succulent Karoo,Natural,127.5696
1750,SKr11,Succulent Karoo,Natural,129.2752
1750,SKr12,Succulent Karoo,Natural,612.1464
1750,SKr13,Succulent Karoo,Natural,722.676
1750,SKr14,Succulent Karoo,Natural,365.5632
1750,SKr15,Succulent Karoo,Natural,241.7792
1750,SKr16,Succulent Karoo,Natural,432.8448
1750,SKr17,Succulent Karoo,Natural,260.7456
1750,SKr18,Succulent Karoo,Natural,817.7808
1750,SKr19,Succulent Karoo,Natural,371.9632
1750,SKr2,Succulent Karoo,Natural,192.1136
1750,SKr3,Succulent Karoo,Natural,170.7744
1750,SKr4,Succulent Karoo,Natural,836.2248
1750,SKr5,Succulent Karoo,Natural,18.3652
1750,SKr6,Succulent Karoo,Natural,65.8728
1750,SKr7,Succulent Karoo,Natural,327.1496
1750,SKr8,Succulent Karoo,Natural,50.5576
1750,SKr9,Succulent Karoo,Natural,3.2652
1750,SKs1,Succulent Karoo,Natural,508.0212
1750,SKs10,Succulent Karoo,Natural,136.4288
1750,SKs11,Succulent Karoo,Natural,286.9792
1750,SKs12,Succulent Karoo,Natural,469.9288
1750,SKs13,Succulent Karoo,Natural,201.1296
1750,SKs14,Succulent Karoo,Natural,838.9456
1750,SKs2,Succulent Karoo,Natural,536.1004
1750,SKs3,Succulent Karoo,Natural,331.4
1750,SKs4,Succulent Karoo,Natural,449.044
1750,SKs5,Succulent Karoo,Natural,566.1096
1750,SKs6,Succulent Karoo,Natural,123.302
1750,SKs7,Succulent Karoo,Natural,3151.7932
1750,SKs8,Succulent Karoo,Natural,868.0312
1750,SKs9,Succulent Karoo,Natural,917.3924
1750,SKt1,Succulent Karoo,Natural,101.7792
1750,SKt2,Succulent Karoo,Natural,7632.554
1750,SKt3,Succulent Karoo,Natural,5357.996
1750,SKv1,Succulent Karoo,Natural,540.74
1750,SKv10,Succulent Karoo,Natural,240.126
1750,SKv11,Succulent Karoo,Natural,1578.5704
1750,SKv13,Succulent Karoo,Natural,2555.2608
1750,SKv14,Succulent Karoo,Natural,793.3056
1750,SKv2,Succulent Karoo,Natural,559.3864
1750,SKv3,Succulent Karoo,Natural,928.5724
1750,SKv4,Succulent Karoo,Natural,1318.3684
1750,SKv5,Succulent Karoo,Natural,6988.3064
1750,SKv6,Succulent Karoo,Natural,4714.4892
1750,SKv7,Succulent Karoo,Natural,653.3552
1750,SKv8,Succulent Karoo,Natural,4109.0248
1750,SVcb1,Savanna,Natural,6645.4948
1750,SVcb10,Savanna,Natural,1442.1488
1750,SVcb11,Savanna,Natural,3285.6364
1750,SVcb12,Savanna,Natural,17384.092
1750,SVcb13,Savanna,Natural,2066.3028
1750,SVcb14,Savanna,Natural,759.892
1750,SVcb15,Savanna,Natural,7198.2152
1750,SVcb16,Savanna,Natural,12074.1312
1750,SVcb17,Savanna,Natural,8901.2312
1750,SVcb18,Savanna,Natural,6496.36
1750,SVcb19,Savanna,Natural,12012.4968
1750,SVcb2,Savanna,Natural,1107.4924
1750,SVcb20,Savanna,Natural,10110.8896
1750,SVcb21,Savanna,Natural,4147.7392
1750,SVcb22,Savanna,Natural,0.602
1750,SVcb23,Savanna,Natural,4445.3284
1750,SVcb24,Savanna,Natural,666.91
1750,SVcb25,Savanna,Natural,891.324
1750,SVcb26,Savanna,Natural,2000.0168
1750,SVcb27,Savanna,Natural,2522.834
1750,SVcb28,Savanna,Natural,2316.1448
1750,SVcb29,Savanna,Natural,388.1768
1750,SVcb3,Savanna,Natural,1331.3268
1750,SVcb4,Savanna,Natural,4119.6272
1750,SVcb5,Savanna,Natural,367.1036
1750,SVcb6,Savanna,Natural,2285.098
1750,SVcb7,Savanna,Natural,491.3284
1750,SVcb8,Savanna,Natural,1833.3936
1750,SVcb9,Savanna,Natural,3103.5984
1750,SVk1,Savanna,Natural,15427.0416
1750,SVk10,Savanna,Natural,5838.9756
1750,SVk11,Savanna,Natural,13886.1856
1750,SVk12,Savanna,Natural,7452.5748
1750,SVk13,Savanna,Natural,8517.6948
1750,SVk14,Savanna,Natural,929.224
1750,SVk15,Savanna,Natural,1620.8448
1750,SVk16,Savanna,Natural,7918.5928
1750,SVk17,Savanna,Natural,7197.9932
1750,SVk18,Savanna,Natural,999.6036
1750,SVk2,Savanna,Natural,4206.5528
1750,SVk3,Savanna,Natural,1366.9324
1750,SVk4,Savanna,Natural,16649.7672
1750,SVk5,Savanna,Natural,1457.8836
1750,SVk6,Savanna,Natural,5313.8536
1750,SVk7,Savanna,Natural,13360.5836
1750,SVk8,Savanna,Natural,3363.508
1750,SVk9,Savanna,Natural,5779.5996
1750,SVkd1,Savanna,Natural,37063.7256
1750,SVkd2,Savanna,Natural,2242.3668
1750,SVkd3,Savanna,Natural,2898.1244
1750,SVkd4,Savanna,Natural,762.4428
1750,SVl1,Savanna,Natural,2090.6908
1750,SVl10,Savanna,Natural,942.7836
1750,SVl11,Savanna,Natural,630.6152
1750,SVl12,Savanna,Natural,464.2436
1750,SVl13,Savanna,Natural,109.4832
1750,SVl14,Savanna,Natural,1381.2076
1750,SVl15,Savanna,Natural,1335.0152
1750,SVl16,Savanna,Natural,1301.9288
1750,SVl17,Savanna,Natural,127.3504
1750,SVl18,Savanna,Natural,1124.2472
1750,SVl19,Savanna,Natural,152.9456
1750,SVl2,Savanna,Natural,181.636
1750,SVl20,Savanna,Natural,1645.004
1750,SVl21,Savanna,Natural,335.058
1750,SVl22,Savanna,Natural,4770.6844
1750,SVl23,Savanna,Natural,7094.574
1750,SVl24,Savanna,Natural,694.624
1750,SVl25,Savanna,Natural,660.6068
1750,SVl26,Savanna,Natural,703.5132
1750,SVl27,Savanna,Natural,539.908
1750,SVl3,Savanna,Natural,15822.7516
1750,SVl4,Savanna,Natural,786.1288
1750,SVl5,Savanna,Natural,2853.3876
1750,SVl6,Savanna,Natural,760.2468
1750,SVl7,Savanna,Natural,323.4536
1750,SVl8,Savanna,Natural,3399.5656
1750,SVl9,Savanna,Natural,3562.4732
1750,SVmp1,Savanna,Natural,8796.3576
1750,SVmp2,Savanna,Natural,2779.8908
1750,SVmp3,Savanna,Natural,277.0592
1750,SVmp4,Savanna,Natural,2804.706
1750,SVmp5,Savanna,Natural,5315.1356
1750,SVmp6,Savanna,Natural,3154.1124
1750,SVmp7,Savanna,Natural,2225.5536
1750,SVmp8,Savanna,Natural,310.438
1750,SVs1,Savanna,Natural,2706.5924
1750,SVs2,Savanna,Natural,2215.6012
1750,SVs3,Savanna,Natural,1533.5048
1750,SVs4,Savanna,Natural,803.1036
1750,SVs5,Savanna,Natural,1812.6008
1750,SVs6,Savanna,Natural,10185.4844
1750,SVs7,Savanna,Natural,7762.2768
1750,SVs8,Savanna,Natural,1527.7652
1990,AT15,Albany Thicket,Natural,14.5868
1990,AT16,Albany Thicket,Natural,51.6708
1990,AT17,Albany Thicket,Natural,596.6388
1990,AT18,Albany Thicket,Natural,1053.0648
1990,AT19,Albany Thicket,Natural,1066.2648
1990,AT20,Albany Thicket,Natural,22.214
1990,AT21,Albany Thicket,Natural,321.126
1990,AT22,Albany Thicket,Natural,109.5176
1990,AT23,Albany Thicket,Natural,272.4976
1990,AT24,Albany Thicket,Natural,2631.7344
1990,AT25,Albany Thicket,Natural,2116.8632
1990,AT26,Albany Thicket,Natural,32.3728
1990,AT27,Albany Thicket,Natural,1234.4484
1990,AT28,Albany Thicket,Natural,920.2624
1990,AT29,Albany Thicket,Natural,771.7464
1990,AT30,Albany Thicket,Natural,633.7716
1990,AT31,Albany Thicket,Natural,212.2452
1990,AT32,Albany Thicket,Natural,3489.004
1990,AT33,Albany Thicket,Natural,486.4956
1990,AT34,Albany Thicket,Natural,163.5256
1990,AT35,Albany Thicket,Natural,19.5128
1990,AT36,Albany Thicket,Natural,33.5308
1990,AT37,Albany Thicket,Natural,122.4728
1990,AT38,Albany Thicket,Natural,909.3172
1990,AT39,Albany Thicket,Natural,225.77
1990,AT40,Albany Thicket,Natural,502.0212
1990,AT41,Albany Thicket,Natural,220.4128
1990,AT42,Albany Thicket,Natural,54.6732
1990,AT43,Albany Thicket,Natural,270.7712
1990,AT44,Albany Thicket,Natural,88.7144
1990,AT45,Albany Thicket,Natural,451.4752
1990,AT46,Albany Thicket,Natural,557.298
1990,AT47,Albany Thicket,Natural,894.258
1990,AT48,Albany Thicket,Natural,12.304
1990,AT49,Albany Thicket,Natural,5561.6916
1990,AT50,Albany Thicket,Natural,526.6208
1990,AT51,Albany Thicket,Natural,1789.8828
1990,AT52,Albany Thicket,Natural,31.8148
1990,AT53,Albany Thicket,Natural,19.4924
1990,AT54,Albany Thicket,Natural,185.6204
1990,AT55,Albany Thicket,Natural,749.5344
1990,AT56,Albany Thicket,Natural,499.2812
1990,AT57,Albany Thicket,Natural,112.0368
1990,AT58,Albany Thicket,Natural,2231.5716
1990,AZa1,Azonal,Natural,18.3164
1990,AZa2,Azonal,Natural,156.8812
1990,AZa3,Azonal,Natural,593.3988
1990,AZa4,Azonal,Natural,1364.7744
1990,AZa5,Azonal,Natural,2284.7876
1990,AZa6,Azonal,Natural,339.1896
1990,AZa7,Azonal,Natural,955.916
1990,AZd1,Azonal,Natural,0.6076
1990,AZd2,Azonal,Natural,10.9352
1990,AZd3,Azonal,Natural,216.7732
1990,AZd4,Azonal,Natural,26.8056
1990,AZi1,Azonal,Natural,1228.31
1990,AZi3,Azonal,Natural,1916.4824
1990,AZi5,Azonal,Natural,4872.7072
1990,AZi6,Azonal,Natural,4679.0044
1990,AZi7,Azonal,Natural,2001.3092
1990,AZi8,Azonal,Natural,181.9356
1990,AZs3,Azonal,Natural,12.0748
1990,CB1,IOCB,Natural,1049.2892
1990,CB2,IOCB,Natural,501.3016
1990,CB3,IOCB,Natural,1125.1684
1990,CB4,IOCB,Natural,708.1036
1990,CB5,IOCB,Natural,1016.9328
1990,CB6,IOCB,Natural,483.28
1990,Dg1,Desert,Natural,335.6452
1990,Dg10,Desert,Natural,2091.7496
1990,Dg2,Desert,Natural,361.4276
1990,Dg3,Desert,Natural,159.6936
1990,Dg4,Desert,Natural,107.52
1990,Dg5,Desert,Natural,592.286
1990,Dg6,Desert,Natural,8.2236
1990,Dg7,Desert,Natural,246.0048
1990,Dg8,Desert,Natural,343.1836
1990,Dg9,Desert,Natural,1211.024
1990,Dn1,Desert,Natural,2.2132
1990,Dn2,Desert,Natural,1.2484
1990,Dn3,Desert,Natural,127.49
1990,Dn4,Desert,Natural,201.1044
1990,Dn5,Desert,Natural,392.2988
1990,FFa1,Fynbos,Natural,72.1232
1990,FFa2,Fynbos,Natural,235.0628
1990,FFa3,Fynbos,Natural,189.6844
1990,FFa4,Fynbos,Natural,13.1088
1990,FFb1,Fynbos,Natural,263.648
1990,FFb2,Fynbos,Natural,129.2912
1990,FFb3,Fynbos,Natural,97.8124
1990,FFb4,Fynbos,Natural,55.4492
1990,FFb5,Fynbos,Natural,97.3924
1990,FFb6,Fynbos,Natural,34.536
1990,FFc1,Fynbos,Natural,472.4052
1990,FFd1,Fynbos,Natural,1127.1256
1990,FFd10,Fynbos,Natural,37.8832
1990,FFd11,Fynbos,Natural,65.0364
1990,FFd2,Fynbos,Natural,1027.738
1990,FFd3,Fynbos,Natural,705.8824
1990,FFd4,Fynbos,Natural,372.9324
1990,FFd5,Fynbos,Natural,172.2464
1990,FFd6,Fynbos,Natural,60.2156
1990,FFd7,Fynbos,Natural,133.0232
1990,FFd8,Fynbos,Natural,46.9772
1990,FFd9,Fynbos,Natural,295.608
1990,FFf1,Fynbos,Natural,280.7784
1990,FFf2,Fynbos,Natural,21.1192
1990,FFg1,Fynbos,Natural,64.1628
1990,FFg2,Fynbos,Natural,323.228
1990,FFg3,Fynbos,Natural,37.632
1990,FFg4,Fynbos,Natural,14.7308
1990,FFg5,Fynbos,Natural,235.242
1990,FFh1,Fynbos,Natural,229.4964
1990,FFh10,Fynbos,Natural,278.9864
1990,FFh11,Fynbos,Natural,6.1292
1990,FFh2,Fynbos,Natural,102.0516
1990,FFh3,Fynbos,Natural,65.6788
1990,FFh4,Fynbos,Natural,230.734
1990,FFh5,Fynbos,Natural,41.6704
1990,FFh6,Fynbos,Natural,98.46
1990,FFh7,Fynbos,Natural,165.4496
1990,FFh8,Fynbos,Natural,150.8172
1990,FFh9,Fynbos,Natural,296.6856
1990,FFl1,Fynbos,Natural,264.8408
1990,FFl2,Fynbos,Natural,668.6096
1990,FFl3,Fynbos,Natural,651.548
1990,FFq1,Fynbos,Natural,49.024
1990,FFq2,Fynbos,Natural,1624.1432
1990,FFq3,Fynbos,Natural,1252.3672
1990,FFq4,Fynbos,Natural,92.78
1990,FFq5,Fynbos,Natural,388.4992
1990,FFq6,Fynbos,Natural,673.2128
1990,FFs1,Fynbos,Natural,847.4148
1990,FFs10,Fynbos,Natural,1015.8664
